0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687189,-0.001443416869668719,-0.001443416869668719,-0.0014434168696687193,-0.0014434168696687193,-0.0014434168696687195,-0.0014434168696687195,-0.0014434168696687195,-0.0014434168696687197,-0.0014434168696687197,-0.0014434168696687197,-0.00144341686966872,-0.00144341686966872,-0.00144341686966872,-0.00144341686966872,-0.0014434168696687202,-0.0014434168696687202,-0.0014434168696687202
-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.9072925866689793,-0.8318051558523701,-0.7679311759306239,-0.7131820502834129,-0.66573280805583,-0.624214721106695,-0.5875811149751052,-0.5550179095248032,-0.5258824099113751,-0.4996604602592899,-0.4759358391454984,-0.4543680017693244,-0.43467562851281766,-0.41662428636101984,-0.4000170515813658,-0.3846872964001467,-0.37049307863975867,-0.3573127335765412,-0.3450413778280284,-0.3335881124627498,-0.3228737674436181,-0.31282906898818225,-0.3033931401361061,-0.2945122659223874,-0.2861388702351669,-0.2782306631972364,-0.27074992681000487,-0.26366291339052234,-0.2569393365566543,-0.4996604602592901
-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687189,-0.001443416869668719,-0.001443416869668719,-0.0014434168696687193,-0.0014434168696687193,-0.0014434168696687195,-0.0014434168696687195,-0.0014434168696687195,-0.0014434168696687197,-0.0014434168696687197,-0.0014434168696687197,-0.00144341686966872,-0.00144341686966872,-0.00144341686966872,-0.00144341686966872,-0.0014434168696687202,-0.0014434168696687202,-0.0014434168696687202
-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.587581114975105,-0.555017909524803,-0.5258824099113749,-0.4996604602592897,-0.47593583914549825,-0.45436800176932424,-0.4346756285128175,-0.41662428636101967,-0.4000170515813657,-0.3846872964001466,-0.37049307863975856,-0.3573127335765411,-0.34504137782802824,-0.33358811246274966,-0.322873767443618,-0.31282906898818214,-0.303393140136106,-0.2945122659223873,-0.28613887023516676,-0.5550179095248033,-0.5400564367503403,-0.5258824099113752,-0.5124352562436392,-0.49966046025928995
-0.0014434168696687186,-4.983613850765877,-3.3228903728004746,-2.4925286338177735,-1.9943115904281528,-1.662166894835072,-1.4249206836971575,-1.2469860253437215,-1.108592402179938,-0.9978775036489111,-0.90729258666898,-0.8318051558523708,-0.7679311759306245,-0.7131820502834135,-0.6657328080558306,-0.6242147211066955,-0.5875811149751058,-0.5550179095248038,-0.5258824099113756,-0.49966046025929034,-0.47593583914549886,-0.4543680017693248,-0.43467562851281805,-0.41662428636102017,-0.40001705158136613,-0.38468729640014704,-0.370493078639759,-0.35731273357654153,-0.3450413778280287,-0.6657328080558306,-0.6443041180175674,-0.6242147211066955,-0.6053428634025432,-0.5875811149751058,-0.5708343236006647,-0.5550179095248038,-0.8093629466906762,-0.7881019064322287,-0.7679311759306245,-0.7487689819541007
-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.45436800176932396,-0.43467562851281727,-0.41662428636101945,-0.40001705158136547,-0.3846872964001464,-0.37049307863975833,-0.35731273357654086,-0.3450413778280281,-0.33358811246274944,-0.32287376744361784,-0.31282906898818197,-0.30339314013610585,-0.2945122659223871,-0.2861388702351666,-0.27823066319723616,-0.2707499268100046,-0.2636629133905221,-0.2569393365566541,-0.2505519385644795
-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687189,-0.001443416869668719,-0.001443416869668719,-0.0014434168696687193,-0.0014434168696687193,-0.0014434168696687195,-0.0014434168696687195,-0.0014434168696687195,-0.0014434168696687197,-0.0014434168696687197,-0.0014434168696687197,-0.00144341686966872,-0.00144341686966872,-0.00144341686966872,-0.00144341686966872,-0.0014434168696687202,-0.0014434168696687202,-0.0014434168696687202
-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.8318051558523701,-0.7679311759306239,-0.7131820502834129,-0.66573280805583,-0.624214721106695,-0.5875811149751052,-0.5550179095248032,-0.5258824099113751,-0.4996604602592899,-0.4759358391454984,-0.4543680017693244,-0.43467562851281766,-0.41662428636101984,-0.4000170515813658,-0.3846872964001467,-0.37049307863975867,-0.3573127335765412,-0.3450413778280284,-0.3335881124627498,-0.3228737674436181,-0.31282906898818225,-0.3033931401361061,-0.2945122659223874,-0.2861388702351669,-0.2782306631972364,-0.27074992681000487,-0.26366291339052234,-0.2569393365566543,-0.2505519385644797
-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687189,-0.001443416869668719,-0.001443416869668719,-0.0014434168696687193,-0.0014434168696687193,-0.0014434168696687195,-0.0014434168696687195,-0.0014434168696687195,-0.0014434168696687197,-0.0014434168696687197,-0.0014434168696687197,-0.00144341686966872,-0.00144341686966872,-0.00144341686966872,-0.00144341686966872,-0.0014434168696687202,-0.0014434168696687202,-0.0014434168696687202
-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.9978775036489104,-0.9072925866689794,-0.8318051558523702,-0.767931175930624,-0.713182050283413,-0.6657328080558301,-0.6242147211066951,-0.5875811149751053,-0.5550179095248033,-0.5258824099113752,-0.49966046025928995,-0.47593583914549853,-0.45436800176932446,-0.4346756285128177,-0.4166242863610199,-0.40001705158136586,-0.38468729640014676,-0.3704930786397587,-0.35731273357654125,-0.34504137782802846,-0.33358811246274983,-0.3228737674436182,-0.3128290689881823,-0.30339314013610613,-0.29451226592238744,-0.28613887023516693,-0.27823066319723644,-0.2707499268100049,-0.2636629133905224,-0.25693933655665435,-0.25055193856447977
-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-1.4249206836971566,-1.2469860253437208,-1.1085924021799374,-0.9978775036489106,-0.9072925866689796,-0.8318051558523704,-0.7679311759306242,-0.7131820502834131,-0.6657328080558302,-0.6242147211066952,-0.5875811149751055,-0.5550179095248035,-0.5258824099113754,-0.49966046025929006,-0.4759358391454986,-0.45436800176932457,-0.4346756285128178,-0.41662428636101995,-0.40001705158136597,-0.38468729640014687,-0.37049307863975883,-0.3573127335765413,-0.3450413778280285,-0.3335881124627499,-0.32287376744361823,-0.31282906898818236,-0.3033931401361062,-0.2945122659223875,-0.286138870235167,-0.2782306631972365,-0.2707499268100049,-0.26366291339052245,-0.2569393365566544,-0.25055193856447977
-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.0014434168696687186,-0.7131820502834127,-1.330022199241991,-1.2469860253437208,-1.1737188130805414,-1.1085924021799374,-1.0503214029530812,-0.9978775036489106,-0.9504282614213276,-0.9072925866689796,-0.8679078401559661,-0.8318051558523704,-0.7985906862930624,-0.7679311759306242,-0.7395427404098481,-0.7131820502834131,-0.6886393387863875,-0.6657328080558302,-0.6443041180175669,-0.6242147211066952,-0.6053428634025428,-0.5875811149751055,-0.5708343236006644,-0.5550179095248035,-0.5400564367503403,-0.5258824099113754,-0.5124352562436393,-0.49966046025929006
