0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.001000500333583534,-0.001000500333583534,-0.001000500333583534,-0.001000500333583534,-0.001000500333583534,-0.001000500333583534,-0.001000500333583534,-0.001000500333583534,-0.001000500333583534,-0.001000500333583534,-0.001000500333583534,-0.001000500333583534,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835344,-0.18766954840516603,-0.18275720503486123,-0.17809677670918747,-0.17366936979979736
-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.8643448476646526,-1.5358348955888175,-2.073026933928149,-1.8846608945104613,-1.7276891949957214,-1.5948669877140182,-1.4810193814725585,-1.3823514560632935,-1.2960170213301865,-1.2198395789186216,-1.152126296775008,-1.0915407285412488,-1.0370137171308655,-0.987679754426233,-0.9428306974220216,-0.9018815584181764,-0.8643448476646517,-0.8298110737714088,-0.7979337440238001,-0.7684176979611995,-0.7410099409030703,-0.715492373986881,-0.6916759781984377,-0.6693961240737649,-0.6485087608318842,-0.6288872983925418,-0.6104200396261018,-0.5930080527891727,-0.5765633985542951,-0.5610076445483299,-0.5462706144374154,-0.5322893294603941,-0.5190071087322238
-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-1.152126296775009,-0.987679754426234,-0.8643448476646527,-0.7684176979612006,-0.691675978198439,-0.628887298392543,-0.5765633985542964,-0.5322893294603954,-0.4943401273799089,-0.4614508189101539,-0.43267267399911824,-0.40728019319526326,-0.3847090991473922,-0.3645139097361391,-0.691675978198439,-0.6587866697286839,-0.628887298392543,-0.6015878723899796,-0.5765633985542964,-0.5535408826254679,-0.5322893294603954,-0.5126119654186616,-0.4943401273799089,-0.4773284161024494,-0.4614508189101539,-0.4465975828270387,-0.43267267399911824,-0.41959169903955656,-0.40728019319526326,-0.39567220197064384,-0.3847090991473922,-0.3743385964767487,-0.3645139097361391,-0.35519305308479154,-0.34633823926601137
-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.001000500333583534,-0.001000500333583534,-0.001000500333583534,-0.001000500333583534,-0.001000500333583534,-0.001000500333583534,-0.001000500333583534,-0.001000500333583534,-0.001000500333583534,-0.001000500333583534,-0.001000500333583534,-0.001000500333583534,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835346,-0.0010005003335835346
-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.31494389936306316,-0.30129418636178146,-0.2887819494439399,-0.27727069147952565,-0.26664491489698944,-0.25680623287612253,-0.24767031385674618,-0.23916445821801643,-0.23122565962186867,-0.2237990415803111,-0.21683658716635087,-0.21029609968657006,-0.20414034676442339,-0.1983363511521137,-0.19285479974048786,-0.18766954840516614,-0.18275720503486134,-0.17809677670918755,-0.17366936979979747
-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.4943401273799087,-0.4614508189101537,-0.4326726739991181,-0.4072801931952631,-0.38470909914739204,-0.36451390973613895,-0.3463382392660112,-0.3298935850311337,-0.3149438993630633,-0.30129418636178157,-0.28878194944394,-0.2772706914795257,-0.2666449148969895,-0.25680623287612264,-0.24767031385674623,-0.2391644582180165,-0.23122565962186875,-0.22379904158031116,-0.21683658716635093,-0.21029609968657012,-0.20414034676442344,-0.19833635115211376,-0.19285479974048791,-0.18766954840516617,-0.18275720503486137,-0.1780967767091876,-0.1736693697997975
-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.9876797544262338,-0.8643448476646526,-0.7684176979612005,-0.6916759781984388,-0.6288872983925429,-0.5765633985542963,-0.5322893294603953,-0.4943401273799088,-0.4614508189101538,-0.8643448476646527,-0.8135598860569427,-0.7684176979612006,-0.7280273191386945,-0.691675978198439,-0.6587866697286839,-0.628887298392543,-0.6015878723899796,-0.5765633985542964,-0.5535408826254679,-0.7979337440238012,-0.7684176979612005,-0.7410099409030713,-0.715492373986882,-0.6916759781984386,-0.6693961240737659,-0.6485087608318851,-0.6288872983925426,-0.6104200396261026,-0.5930080527891735,-0.576563398554296,-0.5610076445483306,-0.5462706144374162,-0.5322893294603949,-0.5190071087322246
-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.001000500333583534,-0.001000500333583534,-0.001000500333583534,-0.001000500333583534,-0.001000500333583534,-0.001000500333583534,-0.001000500333583534,-0.001000500333583534,-0.001000500333583534,-0.001000500333583534,-0.001000500333583534,-0.001000500333583534,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835346,-0.0010005003335835346
-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.001000500333583534,-0.001000500333583534,-0.001000500333583534,-0.001000500333583534,-0.001000500333583534,-0.001000500333583534,-0.001000500333583534,-0.001000500333583534,-0.001000500333583534,-0.001000500333583534,-0.001000500333583534,-0.001000500333583534,-0.0010005003335835341,-0.1983363511521136,-0.19285479974048778,-0.18766954840516603,-0.18275720503486123,-0.17809677670918747,-0.17366936979979736
-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835344,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.0010005003335835341,-0.001000500333583534,-0.001000500333583534,-0.001000500333583534,-0.001000500333583534,-0.001000500333583534,-0.001000500333583534,-0.001000500333583534,-0.001000500333583534,-0.001000500333583534,-0.22379904158031103,-0.2168365871663508,-0.21029609968656998,-0.20414034676442333,-0.19833635115211362,-0.1928547997404878,-0.18766954840516606,-0.18275720503486126,-0.17809677670918747,-0.17366936979979739
