simple,538 pts
"[0.15200309 0.15200309 0.15200309 0.94448434 0.78598809 0.68032393
 0.60484952 0.54824372 0.85643087 0.78598809 0.72835309 0.68032393
 0.63968386 0.60484952 0.57465976 0.54824372 0.71140162 0.68032393
 0.65251757 0.62749184 0.75579833 0.72835309 0.7032944  0.68032393
 0.78598809 0.76160406 0.73902624 0.71806113 0.69854189 0.78598809
 0.76553696 0.74636403 0.72835309 0.71140162 0.69541881 0.68032393
 0.66604499 0.65251757 0.63968386 0.62749184 0.61589456 0.60484952
 0.59431821 0.58426559 0.57465976 0.56547157 0.55667437 0.54824372
 0.54015718 0.53239409 0.52493545 0.51776367 0.51086253 0.50421698
 0.49781309 0.49163792 0.48567941 0.47992637 0.47436835 0.46899559
 0.51576498 0.50989785 0.50421698 0.49871364 0.49337963 0.48820726
 0.48318929 0.4783189  0.47358969 0.46899559 0.46453091 0.46019025
 0.49939213 0.49469769 0.49012843 0.48567941 0.48134595 0.47712361
 0.47300816 0.46899559 0.46508211 0.46126407 0.45753803 0.45390071
 0.45034898 0.44687984 0.44349045 0.44017809 0.43694017 0.4337742
 0.46551216 0.46210445 0.45877003 0.45550655 0.45231178 0.44918356
 0.44611985 0.44311865 0.44017809 0.43729634 0.43447166 0.43170236
 0.42898683 0.42632353 0.45390071 0.45105262 0.44825777 0.44551467
 0.4428219  0.44017809 0.43758192 0.43503211 0.43252743 0.43006669
 0.42764875 0.42527249 0.42293685 0.42064081 0.41838335 0.41616351
 0.41398037 0.437816   0.43549232 0.43320612 0.43095649 0.42874258
 0.42656353 0.42441852 0.42230678 0.44461156 0.4423779  0.44017809
 0.43801136 0.43587697 0.45725513 0.45501063 0.4527989  0.45061922
 0.47127612 0.46899559 0.46674742 0.46453091 0.48451271 0.48220361
 0.47992637 0.47768032 0.49702894 0.5161161  0.51367239 0.51126126]","[21.19992266 21.19992266 21.19992266  1.3878914   5.35029766  7.99190182
  9.87876194 11.29390703  3.58922821  5.35029766  6.79117266  7.99190182
  9.00790343  9.87876194 10.63350599 11.29390703  7.21495942  7.99190182
  8.68706082  9.31270391  6.1050417   6.79117266  7.41764005  7.99190182
  5.35029766  5.95989862  6.52434395  7.04847176  7.53645283  5.35029766
  5.86157588  6.34089922  6.79117266  7.21495942  7.6145298   7.99190182
  8.34887536  8.68706082  9.00790343  9.31270391  9.60263607  9.87876194
 10.14204475 10.39336016 10.63350599 10.8632107  11.08314074 11.29390703
 11.49607062 11.69014766 11.87661384 12.05590824 12.22843681 12.39457544
 12.55467266 12.70905212 12.85801477 13.00184076 13.1407913  13.27511016
 12.10587553 12.25255371 12.39457544 12.53215899 12.6655092  12.79481849
 12.92026781 13.04202744 13.16025781 13.27511016 13.38672724 13.49524384
 12.51519663 12.6325578  12.74678933 12.85801477 12.96635123 13.07190984
 13.17479608 13.27511016 13.37294735 13.46839827 13.56154917 13.65248218
 13.7412756  13.82800406 13.91273875 13.99554766 14.07649569 14.15564488
 13.36219601 13.44738869 13.53074927 13.61233622 13.69220556 13.77041094
 13.84700385 13.92203363 13.99554766 14.06759141 14.13820855 14.20744104
 14.27532921 14.34191184 13.65248218 13.72368445 13.79355584 13.86213331
 13.92945248 13.99554766 14.06045194 14.12419721 14.18681425 14.24833275
 14.30878136 14.36818775 14.42657864 14.48397986 14.54041636 14.59591224
 14.65049084 14.05459991 14.11269197 14.16984706 14.22608766 14.28143556
 14.33591183 14.38953692 14.44233061 13.88471112 13.94055243 13.99554766
 14.04971589 14.10307565 13.56862173 13.62473424 13.68002759 13.73451958
 13.21809712 13.27511016 13.3313145  13.38672724 12.88718228 12.94490964
 13.00184076 13.05799201 12.5742764  12.09709749 12.15819028 12.21846849]"
"[0.15200309 0.15200309 0.15200309 0.15200309 0.15200309 0.15200309
 0.15200309 0.15200309 0.15200309 0.46899559 0.44017809 0.68032393
 0.63968386 0.60484952 0.57465976 0.54824372 0.52493545 0.50421698
 0.48567941 0.46899559 0.45390071 0.44017809 0.42764875 0.41616351
 0.40559709 0.39584348 0.38681235 0.37842631 0.37061861 0.36333143
 0.35651438 0.35012341 0.34411976 0.33846927 0.33314166 0.32811004
 0.40902404 0.48567941 0.47712361 0.46899559 0.46126407 0.45390071
 0.44687984 0.44017809 0.4337742  0.42764875 0.42178394 0.41616351
 0.41077248 0.40559709 0.40062466 0.39584348 0.39124272 0.38681235
 0.38254309 0.37842631 0.37445397 0.37061861 0.36691326 0.41616351
 0.41183301 0.40764221 0.40358444 0.39965348 0.39584348 0.39214893
 0.38856466 0.38508581 0.3817078  0.37842631 0.37523725 0.37213677
 0.36912124 0.36618722 0.36333143 0.36055079 0.35784238 0.35520341
 0.35263126 0.38974747 0.38681235 0.38394883 0.3811543  0.37842631
 0.37576251 0.37316065 0.37061861 0.36813434 0.3657059  0.36333143
 0.36100914 0.35873733 0.35651438 0.35433873 0.35220888 0.35012341
 0.34808093 0.34608013 0.34411976 0.34219859 0.34031547 0.33846927
 0.33665892 0.33488338 0.33314166 0.36133776 0.35938136 0.3574612
 0.35557626 0.38254309 0.40902404 0.40672921 0.404475   0.40226033
 0.40008418 0.39794555 0.39584348 0.42064081 0.41838335 0.41616351
 0.41398037 0.41183301 0.40972057 0.40764221 0.40559709 0.40358444
 0.40160349 0.39965348 0.39773371 0.39584348 0.41818    0.41616351
 0.41417734 0.41222082 0.41029328 0.40839409 0.40652262 0.40467827
 0.40286047 0.40106863 0.39930221 0.41988408 0.41801079 0.41616351
 0.41434171 0.43425669 0.4323366  0.45186086 0.47112306 0.46899559]","[21.19992266 21.19992266 21.19992266 21.19992266 21.19992266 21.19992266
 21.19992266 21.19992266 21.19992266 13.27511016 13.99554766  7.99190182
  9.00790343  9.87876194 10.63350599 11.29390703 11.87661384 12.39457544
 12.85801477 13.27511016 13.65248218 13.99554766 14.30878136 14.59591224
 14.86007266 15.10391305 15.32969118 15.5393423  15.73453473 15.91671433
 16.0871404  16.24691485 16.397006   16.53826825 16.67145838 16.79724905
 14.77439901 12.85801477 13.07190984 13.27511016 13.46839827 13.65248218
 13.82800406 13.99554766 14.15564488 14.30878136 14.45540138 14.59591224
 14.73068797 14.86007266 14.98438345 15.10391305 15.2189321  15.32969118
 15.43642266 15.5393423  15.63865073 15.73453473 15.82716842 14.59591224
 14.70417471 14.80894484 14.91038893 15.0086629  15.10391305 15.19627683
 15.28588348 15.37285465 15.45730491 15.5393423  15.61906879 15.69658065
 15.77196889 15.84531962 15.91671433 15.98623023 16.05394052 16.11991465
 16.18421855 15.25631329 15.32969118 15.40127937 15.47114254 15.5393423
 15.60593737 15.67098371 15.73453473 15.79664141 15.85735244 15.91671433
 15.97477156 16.03156668 16.0871404  16.1415317  16.19477792 16.24691485
 16.29797679 16.34799664 16.397006   16.44503516 16.49211326 16.53826825
 16.58352703 16.62791545 16.67145838 15.96655592 16.01546589 16.06347012
 16.11059353 15.43642266 14.77439901 14.83176976 14.88812509 14.94349174
 14.99789549 15.05136124 15.10391305 14.48397986 14.54041636 14.59591224
 14.65049084 14.70417471 14.75698567 14.80894484 14.86007266 14.91038893
 14.95991282 15.0086629  15.05665716 15.10391305 14.54549995 14.59591224
 14.64556646 14.69447956 14.74266803 14.79014784 14.83693452 14.88304313
 14.92848831 14.97328427 15.01744482 14.50289801 14.54973035 14.59591224
 14.64145714 14.14358276 14.19158508 13.7034784  13.2219235  13.27511016]"
"[0.15200309 0.15200309 1.20864476 0.94448434 0.78598809 0.68032393
 0.60484952 0.54824372 0.50421698 0.46899559 0.44017809 0.41616351
 0.39584348 0.37842631 0.36333143 0.35012341 0.33846927 0.32811004
 0.31884125 0.31049934 0.3029519  0.29609059 0.28982592 0.2840833
 0.27880009 0.27392329 0.38681235 0.37842631 0.37061861 0.36333143
 0.35651438 0.35012341 0.34411976 0.33846927 0.33314166 0.32811004
 0.32335039 0.31884125 0.31456335 0.31049934 0.30663358 0.3029519
 0.29944147 0.29609059 0.29288865 0.28982592 0.28689352 0.2840833
 0.28138779 0.27880009 0.27631388 0.27392329 0.2716229  0.26940772
 0.26727309 0.2652147  0.26322853 0.26131085 0.25945818 0.25766726
 0.30790104 0.30538656 0.3029519  0.35012341 0.3470754  0.34411976
 0.34125235 0.33846927 0.33576686 0.33314166 0.33059042 0.32811004
 0.32569761 0.32335039 0.32106576 0.31884125 0.31667452 0.31456335
 0.31250563 0.31049934 0.3085426  0.30663358 0.30477056 0.3029519
 0.30117603 0.29944147 0.29774677 0.29609059 0.29447163 0.29288865
 0.29134046 0.28982592 0.28834395 0.28689352 0.28547362 0.2840833
 0.28272165 0.31373396 0.31210032 0.31049934 0.30893007 0.33846927
 0.33665892 0.33488338 0.33314166 0.36133776 0.35938136 0.38681235
 0.41374002 0.41136059 0.40902404 0.43503211 0.43252743 0.43006669
 0.42764875 0.42527249 0.42293685 0.42064081 0.41838335 0.41616351
 0.41398037 0.41183301 0.40972057 0.40764221 0.40559709 0.40358444
 0.42656353 0.42441852 0.42230678 0.42022752 0.41818    0.41616351
 0.41417734 0.41222082 0.41029328 0.40839409 0.40652262 0.40467827
 0.40286047 0.40106863 0.39930221 0.39756066 0.39584348 0.39415014
 0.39248016 0.39083306 0.38920837 0.38760563 0.3860244  0.38446426]","[21.19992266 21.19992266 -5.21611901  1.3878914   5.35029766  7.99190182
  9.87876194 11.29390703 12.39457544 13.27511016 13.99554766 14.59591224
 15.10391305 15.5393423  15.91671433 16.24691485 16.53826825 16.79724905
 17.02896871 17.23751641 17.42620242 17.59773516 17.75435201 17.89791745
 18.02999766 18.15191785 15.32969118 15.5393423  15.73453473 15.91671433
 16.0871404  16.24691485 16.397006   16.53826825 16.67145838 16.79724905
 16.91624023 17.02896871 17.13591625 17.23751641 17.33416047 17.42620242
 17.51396336 17.59773516 17.67778377 17.75435201 17.82766202 17.89791745
 17.96530532 18.02999766 18.09215305 18.15191785 18.20942738 18.26480692
 18.31817266 18.36963248 18.4192867  18.4672287  18.51354554 18.5583185
 17.30247389 17.36533597 17.42620242 16.24691485 16.32311497 16.397006
 16.46869132 16.53826825 16.60582846 16.67145838 16.73523956 16.79724905
 16.85755965 16.91624023 16.973356   17.02896871 17.08313695 17.13591625
 17.18735937 17.23751641 17.28643501 17.33416047 17.38073592 17.42620242
 17.47059913 17.51396336 17.55633071 17.59773516 17.63820918 17.67778377
 17.7164886  17.75435201 17.79140116 17.82766202 17.8631595  17.89791745
 17.93195874 17.15665098 17.19749211 17.23751641 17.27674816 16.53826825
 16.58352703 16.62791545 16.67145838 15.96655592 16.01546589 15.32969118
 14.6564995  14.71598516 14.77439901 14.12419721 14.18681425 14.24833275
 14.30878136 14.36818775 14.42657864 14.48397986 14.54041636 14.59591224
 14.65049084 14.70417471 14.75698567 14.80894484 14.86007266 14.91038893
 14.33591183 14.38953692 14.44233061 14.49431208 14.54549995 14.59591224
 14.64556646 14.69447956 14.74266803 14.79014784 14.83693452 14.88304313
 14.92848831 14.97328427 15.01744482 15.0609834  15.10391305 15.14624645
 15.18799594 15.22917352 15.26979086 15.30985932 15.34938994 15.38839349]"
"[0.15200309 0.15200309 0.15200309 0.15200309 0.15200309 0.15200309
 0.15200309 0.15200309 0.15200309 0.46899559 0.44017809 0.41616351
 0.39584348 0.37842631 0.36333143 0.54824372 0.71140162 0.68032393
 0.65251757 0.62749184 0.60484952 0.58426559 0.56547157 0.54824372
 0.53239409 0.51776367 0.50421698 0.49163792 0.47992637 0.46899559
 0.45877003 0.44918356 0.44017809 0.43170236 0.42371095 0.41616351
 0.40902404 0.40226033 0.39584348 0.38974747 0.38394883 0.37842631
 0.37316065 0.44017809 0.50421698 0.49656016 0.48922916 0.48220361
 0.47546483 0.46899559 0.52493545 0.51776367 0.51086253 0.50421698
 0.49781309 0.49163792 0.48567941 0.53458025 0.52809589 0.52182768
 0.51576498 0.50989785 0.50421698 0.49871364 0.49337963 0.48820726
 0.48318929 0.4783189  0.47358969 0.46899559 0.46453091 0.46019025
 0.4559685  0.45186086 0.44786276 0.44396987 0.44017809 0.43648354
 0.47300816 0.46899559 0.46508211 0.46126407 0.45753803 0.49163792
 0.48764221 0.48373943 0.47992637 0.47619997 0.47255731 0.46899559
 0.46551216 0.46210445 0.45877003 0.45550655 0.45231178 0.44918356
 0.44611985 0.44311865 0.44017809 0.43729634 0.43447166 0.43170236
 0.42898683 0.45680357 0.48409047 0.48095757 0.47788323 0.47486583
 0.50098566 0.49781309 0.49469769 0.49163792 0.4886323  0.48567941
 0.48277788 0.47992637 0.47712361 0.47436835 0.4716594  0.46899559
 0.49257355 0.48978199 0.48703582 0.48433394 0.48167529 0.47905885
 0.47648361 0.4739486  0.49602596 0.49337963 0.51497161 0.51222184
 0.50951343 0.50684544 0.50421698 0.50162717 0.49907517 0.49656016
 0.49408133 0.49163792 0.48922916 0.48685433 0.48451271 0.48220361
 0.47992637 0.47768032 0.47546483 0.47327928 0.47112306 0.46899559]","[21.19992266 21.19992266 21.19992266 21.19992266 21.19992266 21.19992266
 21.19992266 21.19992266 21.19992266 13.27511016 13.99554766 14.59591224
 15.10391305 15.5393423  15.91671433 11.29390703  7.21495942  7.99190182
  8.68706082  9.31270391  9.87876194 10.39336016 10.8632107  11.29390703
 11.69014766 12.05590824 12.39457544 12.70905212 13.00184076 13.27511016
 13.53074927 13.77041094 13.99554766 14.20744104 14.40722623 14.59591224
 14.77439901 14.94349174 15.10391305 15.25631329 15.40127937 15.5393423
 15.67098371 13.99554766 12.39457544 12.58599603 12.76927106 12.94490964
 13.11337929 13.27511016 11.87661384 12.05590824 12.22843681 12.39457544
 12.55467266 12.70905212 12.85801477 11.63549378 11.79760274 11.95430808
 12.10587553 12.25255371 12.39457544 12.53215899 12.6655092  12.79481849
 12.92026781 13.04202744 13.16025781 13.27511016 13.38672724 13.49524384
 13.60078739 13.7034784  13.80343099 13.90075325 13.99554766 14.08791144
 13.17479608 13.27511016 13.37294735 13.46839827 13.56154917 12.70905212
 12.80894472 12.90651423 13.00184076 13.09500079 13.18606732 13.27511016
 13.36219601 13.44738869 13.53074927 13.61233622 13.69220556 13.77041094
 13.84700385 13.92203363 13.99554766 14.06759141 14.13820855 14.20744104
 14.27532921 13.57991064 12.89773814 12.97606063 13.05291916 13.12835437
 12.47535844 12.55467266 12.6325578  12.70905212 12.78419257 12.85801477
 12.93055309 13.00184076 13.07190984 13.1407913  13.2085151  13.27511016
 12.6856613  12.75545032 12.82410457 12.89165149 12.95811766 13.02352881
 13.08790986 13.15128496 12.59935095 12.6655092  12.12570987 12.19445391
 12.2621642  12.32886389 12.39457544 12.45932064 12.52312065 12.58599603
 12.64796672 12.70905212 12.76927106 12.82864185 12.88718228 12.94490964
 13.00184076 13.05799201 13.11337929 13.1680181  13.2219235  13.27511016]"
"[0.15200309 0.15200309 0.15200309 0.15200309 0.15200309 0.15200309
 0.60484952 0.54824372 0.50421698 0.46899559 0.44017809 0.41616351
 0.39584348 0.37842631 0.57465976 0.54824372 0.52493545 0.50421698
 0.48567941 0.46899559 0.45390071 0.44017809 0.42764875 0.41616351
 0.40559709 0.39584348 0.38681235 0.37842631 0.37061861 0.36333143
 0.35651438 0.35012341 0.34411976 0.33846927 0.42371095 0.41616351
 0.49469769 0.48567941 0.47712361 0.46899559 0.46126407 0.45390071
 0.44687984 0.44017809 0.4337742  0.42764875 0.42178394 0.41616351
 0.41077248 0.40559709 0.40062466 0.39584348 0.39124272 0.38681235
 0.38254309 0.37842631 0.37445397 0.37061861 0.36691326 0.36333143
 0.35986703 0.35651438 0.35326817 0.35012341 0.3470754  0.34411976
 0.34125235 0.33846927 0.33576686 0.33314166 0.33059042 0.32811004
 0.32569761 0.32335039 0.32106576 0.31884125 0.31667452 0.31456335
 0.31250563 0.31049934 0.3085426  0.30663358 0.30477056 0.3029519
 0.30117603 0.29944147 0.29774677 0.29609059 0.29447163 0.29288865
 0.29134046 0.28982592 0.28834395 0.28689352 0.28547362 0.2840833
 0.28272165 0.31373396 0.31210032 0.31049934 0.30893007 0.30739157
 0.30588295 0.30440333 0.3029519  0.30152786 0.30013043 0.29875888
 0.32649438 0.32490809 0.35190827 0.35012341 0.34837013 0.34664761
 0.34495505 0.34329167 0.34165673 0.34004949 0.33846927 0.33691539
 0.33538718 0.33388404 0.33240533 0.33095047 0.32951889 0.32811004
 0.32672337 0.32535837 0.32401453 0.32269136 0.3213884  0.32010518
 0.34267527 0.34125235 0.3398505  0.33846927 0.36024634 0.35873733
 0.38005525 0.37842631 0.37682047 0.37523725 0.37367617 0.37213677
 0.37061861 0.36912124 0.36764425 0.36618722 0.36474974 0.36333143]","[21.19992266 21.19992266 21.19992266 21.19992266 21.19992266 21.19992266
  9.87876194 11.29390703 12.39457544 13.27511016 13.99554766 14.59591224
 15.10391305 15.5393423  10.63350599 11.29390703 11.87661384 12.39457544
 12.85801477 13.27511016 13.65248218 13.99554766 14.30878136 14.59591224
 14.86007266 15.10391305 15.32969118 15.5393423  15.73453473 15.91671433
 16.0871404  16.24691485 16.397006   16.53826825 14.40722623 14.59591224
 12.6325578  12.85801477 13.07190984 13.27511016 13.46839827 13.65248218
 13.82800406 13.99554766 14.15564488 14.30878136 14.45540138 14.59591224
 14.73068797 14.86007266 14.98438345 15.10391305 15.2189321  15.32969118
 15.43642266 15.5393423  15.63865073 15.73453473 15.82716842 15.91671433
 16.0033243  16.0871404  16.16829568 16.24691485 16.32311497 16.397006
 16.46869132 16.53826825 16.60582846 16.67145838 16.73523956 16.79724905
 16.85755965 16.91624023 16.973356   17.02896871 17.08313695 17.13591625
 17.18735937 17.23751641 17.28643501 17.33416047 17.38073592 17.42620242
 17.47059913 17.51396336 17.55633071 17.59773516 17.63820918 17.67778377
 17.7164886  17.75435201 17.79140116 17.82766202 17.8631595  17.89791745
 17.93195874 17.15665098 17.19749211 17.23751641 17.27674816 17.31521065
 17.3529263  17.38991665 17.42620242 17.46180356 17.49673925 17.53102799
 16.83764055 16.87729766 16.20229316 16.24691485 16.29074678 16.33380972
 16.37612375 16.41770822 16.45858185 16.4987627  16.53826825 16.57711537
 16.61532039 16.6528991  16.68986677 16.72623819 16.76202766 16.79724905
 16.83191577 16.86604083 16.89963681 16.93271593 16.96529003 16.99737058
 16.43311815 16.46869132 16.50373748 16.53826825 15.99384146 16.03156668
 15.4986187  15.5393423  15.57948826 15.61906879 15.65809574 15.69658065
 15.73453473 15.77196889 15.80889375 15.84531962 15.88125655 15.91671433]"
"[0.15200309 0.15200309 0.15200309 0.94448434 0.78598809 0.68032393
 0.60484952 0.54824372 0.50421698 0.46899559 0.44017809 0.41616351
 0.39584348 0.37842631 0.36333143 0.35012341 0.52493545 0.50421698
 0.48567941 0.46899559 0.45390071 0.44017809 0.42764875 0.41616351
 0.40559709 0.39584348 0.38681235 0.37842631 0.47992637 0.46899559
 0.45877003 0.44918356 0.44017809 0.43170236 0.42371095 0.41616351
 0.40902404 0.40226033 0.39584348 0.38974747 0.38394883 0.37842631
 0.37316065 0.36813434 0.36333143 0.35873733 0.35433873 0.35012341
 0.34608013 0.34219859 0.33846927 0.33488338 0.33143281 0.32811004
 0.32490809 0.3218205  0.31884125 0.31596473 0.31318572 0.36333143
 0.35986703 0.35651438 0.35326817 0.35012341 0.3470754  0.34411976
 0.38856466 0.38508581 0.3817078  0.37842631 0.37523725 0.37213677
 0.36912124 0.36618722 0.36333143 0.36055079 0.35784238 0.35520341
 0.35263126 0.35012341 0.34767748 0.3452912  0.34296243 0.34068911
 0.37576251 0.37316065 0.37061861 0.36813434 0.3657059  0.36333143
 0.36100914 0.35873733 0.3905996  0.38806134 0.38557651 0.38314346
 0.41344021 0.41077248 0.40815865 0.40559709 0.40308626 0.40062466
 0.39821086 0.39584348 0.39352119 0.42114767 0.44825777 0.44551467
 0.4428219  0.44017809 0.43758192 0.43503211 0.43252743 0.45787305
 0.45521331 0.45259943 0.45003023 0.44750458 0.44502137 0.44257955
 0.44017809 0.437816   0.43549232 0.43320612 0.45631589 0.45390071
 0.45152357 0.4739486  0.4714529  0.49337963 0.4907737  0.48820726
 0.48567941 0.48318929 0.48073606 0.4783189  0.47593704 0.47358969
 0.47127612 0.46899559 0.46674742 0.46453091 0.4623454  0.46019025
 0.45806482 0.4559685  0.45390071 0.45186086 0.4498484  0.44786276]","[21.19992266 21.19992266 21.19992266  1.3878914   5.35029766  7.99190182
  9.87876194 11.29390703 12.39457544 13.27511016 13.99554766 14.59591224
 15.10391305 15.5393423  15.91671433 16.24691485 11.87661384 12.39457544
 12.85801477 13.27511016 13.65248218 13.99554766 14.30878136 14.59591224
 14.86007266 15.10391305 15.32969118 15.5393423  13.00184076 13.27511016
 13.53074927 13.77041094 13.99554766 14.20744104 14.40722623 14.59591224
 14.77439901 14.94349174 15.10391305 15.25631329 15.40127937 15.5393423
 15.67098371 15.79664141 15.91671433 16.03156668 16.1415317  16.24691485
 16.34799664 16.44503516 16.53826825 16.62791545 16.71417974 16.79724905
 16.87729766 16.95448739 17.02896871 17.10088171 17.17035698 15.91671433
 16.0033243  16.0871404  16.16829568 16.24691485 16.32311497 16.397006
 15.28588348 15.37285465 15.45730491 15.5393423  15.61906879 15.69658065
 15.77196889 15.84531962 15.91671433 15.98623023 16.05394052 16.11991465
 16.18421855 16.24691485 16.30806309 16.36771992 16.42593923 16.48277236
 15.60593737 15.67098371 15.73453473 15.79664141 15.85735244 15.91671433
 15.97477156 16.03156668 15.23501003 15.29846654 15.36058713 15.42141355
 14.66399483 14.73068797 14.79603377 14.86007266 14.92284345 14.98438345
 15.04472849 15.10391305 15.16197028 14.47130827 13.79355584 13.86213331
 13.92945248 13.99554766 14.06045194 14.12419721 14.18681425 13.55317376
 13.61966723 13.68501426 13.74924424 13.81238558 13.87446573 13.9355112
 13.99554766 14.05459991 14.11269197 14.16984706 13.59210266 13.65248218
 13.71191085 13.15128496 13.21367751 12.6655092  12.73065739 12.79481849
 12.85801477 12.92026781 12.98159859 13.04202744 13.10157412 13.16025781
 13.21809712 13.27511016 13.3313145  13.38672724 13.44136497 13.49524384
 13.54837956 13.60078739 13.65248218 13.7034784  13.75379011 13.80343099]"
"[0.15200309 0.15200309 0.15200309 0.15200309 0.15200309 0.15200309
 0.15200309 0.15200309 0.15200309 0.15200309 0.15200309 0.15200309
 0.15200309 0.15200309 0.15200309 0.15200309 0.15200309 0.15200309
 0.15200309 0.15200309 0.3029519  0.29609059 0.28982592 0.2840833
 0.27880009 0.27392329 0.26940772 0.2652147  0.37061861 0.36333143
 0.35651438 0.35012341 0.34411976 0.33846927 0.33314166 0.32811004
 0.32335039 0.31884125 0.39584348 0.38974747 0.38394883 0.37842631
 0.37316065 0.36813434 0.36333143 0.35873733 0.35433873 0.41616351
 0.41077248 0.40559709 0.40062466 0.39584348 0.39124272 0.38681235
 0.38254309 0.37842631 0.37445397 0.37061861 0.36691326 0.36333143
 0.35986703 0.35651438 0.35326817 0.35012341 0.3470754  0.34411976
 0.34125235 0.33846927 0.33576686 0.33314166 0.33059042 0.32811004
 0.32569761 0.32335039 0.32106576 0.31884125 0.31667452 0.31456335
 0.31250563 0.31049934 0.3085426  0.30663358 0.30477056 0.3029519
 0.30117603 0.29944147 0.29774677 0.29609059 0.29447163 0.29288865
 0.29134046 0.28982592 0.28834395 0.32061613 0.31884125 0.31710335
 0.31540129 0.31373396 0.31210032 0.31049934 0.30893007 0.30739157
 0.30588295 0.30440333 0.3029519  0.30152786 0.30013043 0.29875888
 0.2974125  0.29609059 0.29479251 0.2935176  0.29226526 0.29103489
 0.28982592 0.28863779 0.28746997 0.28632195 0.28519322 0.2840833
 0.28299173 0.28191805 0.28086183 0.27982265 0.27880009 0.27779377
 0.27680329 0.27582829 0.2748684  0.27392329 0.2729926  0.27207601
 0.27117321 0.29394003 0.31636958 0.315161   0.31397006 0.31279639
 0.3116396  0.31049934 0.30937526 0.308267   0.30717425 0.30609667
 0.30503396 0.3039858  0.3029519  0.32335039 0.32220041 0.32106576]","[21.19992266 21.19992266 21.19992266 21.19992266 21.19992266 21.19992266
 21.19992266 21.19992266 21.19992266 21.19992266 21.19992266 21.19992266
 21.19992266 21.19992266 21.19992266 21.19992266 21.19992266 21.19992266
 21.19992266 21.19992266 17.42620242 17.59773516 17.75435201 17.89791745
 18.02999766 18.15191785 18.26480692 18.36963248 15.73453473 15.91671433
 16.0871404  16.24691485 16.397006   16.53826825 16.67145838 16.79724905
 16.91624023 17.02896871 15.10391305 15.25631329 15.40127937 15.5393423
 15.67098371 15.79664141 15.91671433 16.03156668 16.1415317  14.59591224
 14.73068797 14.86007266 14.98438345 15.10391305 15.2189321  15.32969118
 15.43642266 15.5393423  15.63865073 15.73453473 15.82716842 15.91671433
 16.0033243  16.0871404  16.16829568 16.24691485 16.32311497 16.397006
 16.46869132 16.53826825 16.60582846 16.67145838 16.73523956 16.79724905
 16.85755965 16.91624023 16.973356   17.02896871 17.08313695 17.13591625
 17.18735937 17.23751641 17.28643501 17.33416047 17.38073592 17.42620242
 17.47059913 17.51396336 17.55633071 17.59773516 17.63820918 17.67778377
 17.7164886  17.75435201 17.79140116 16.98459686 17.02896871 17.07241615
 17.11496777 17.15665098 17.19749211 17.23751641 17.27674816 17.31521065
 17.3529263  17.38991665 17.42620242 17.46180356 17.49673925 17.53102799
 17.56468757 17.59773516 17.6301873  17.66205994 17.69336846 17.72412771
 17.75435201 17.78405521 17.81325065 17.84195126 17.87016951 17.89791745
 17.92520675 17.95204869 17.97845417 18.00443375 18.02999766 18.0551558
 18.07991774 18.10429278 18.12828991 18.15191785 18.17518507 18.19809975
 18.22066984 17.65149915 17.09076062 17.12097505 17.15074839 17.18009023
 17.20900989 17.23751641 17.26561858 17.29332495 17.32064382 17.34758325
 17.37415111 17.40035503 17.42620242 16.91624023 16.94498978 16.973356  ]"
